fiscalyear,school,from_full,to_full,trips,emissions
FY17-18,0,"Paris, FR","Abuja, NG",8,3.656140352
FY17-18,0,"Paris, FR","Addis Ababa, ET",1,0.570614351
FY17-18,0,"Paris, FR","Algiers, DZ",8,0.886784093
FY17-18,0,"Paris, FR","Amsterdam, NL",1,0.051605265
FY17-18,0,"Paris, FR","Antananarivo, MG",12,10.73366528
FY17-18,0,"Paris, FR","Atlanta, GEORGIA, US",12,8.656372589
FY17-18,0,"Paris, FR","Bangkok, TH",2,1.932296479
FY17-18,0,"Paris, FR","Bengaluru, IN",1,0.800109492
FY17-18,0,"Paris, FR","Berlin, DE",2,0.137649291
FY17-18,0,"Paris, FR","Bologna, IT",1,0.067133303
FY17-18,0,"Paris, FR","Brazzaville, CG",1,0.618453238
FY17-18,0,"Paris, FR","Cairo, EG",2,0.519372374
FY17-18,0,"Paris, FR","Casablanca, MA",1,0.156254063
FY17-18,0,"Paris, FR","Chicago, ILLINOIS, US",2,1.362832892
FY17-18,0,"Paris, FR","Conakry, GN",5,2.369751042
FY17-18,0,"Paris, FR","Cotonou, BJ",2,0.96992932
FY17-18,0,"Paris, FR","Dakar, SN",2,0.864059069
FY17-18,0,"Paris, FR","Delhi, IN",3,2.01416509
FY17-18,0,"Paris, FR","Detroit, MICHIGAN, US",9,5.851632906
FY17-18,0,"Paris, FR","Doha, QA",2,1.016288654
FY17-18,0,"Paris, FR","Dubai, AE",1,0.535598258
FY17-18,0,"Paris, FR","Frankfurt, DE",1,0.058290968
FY17-18,0,"Paris, FR","Freetown, SL",1,0.483156317
FY17-18,0,"Paris, FR","Geneva, CH",12,0.634306015
FY17-18,0,"Paris, FR","Hong Kong, HK",2,1.961229964
FY17-18,0,"Paris, FR","Istanbul, TR",2,0.358304488
FY17-18,0,"Paris, FR","Johannesburg, ZA",1,0.893321343
FY17-18,0,"Paris, FR","Kinshasa, CD",3,1.861277926
FY17-18,0,"Paris, FR","Kyiv, UA",3,0.493351714
FY17-18,0,"Paris, FR","Lome, TG",1,0.487266187
FY17-18,0,"Paris, FR","London, GB",3,0.135385474
FY17-18,0,"Paris, FR","Mauritius, MU",1,0.965983845
FY17-18,0,"Paris, FR","Minneapolis/St Paul, MINNESOTA, US",2,1.385519374
FY17-18,0,"Paris, FR","Montreal, CA",2,1.129392276
FY17-18,0,"Paris, FR","Mumbai, IN",1,0.71511738
FY17-18,0,"Paris, FR","Nairobi, KE",5,3.32077496
FY17-18,0,"Paris, FR","Ndiass, SN",2,0.862086331
FY17-18,0,"Paris, FR","New York, NEW YORK, US",23,13.71775969
FY17-18,0,"Paris, FR","Newark, NEW JERSEY, US",2,1.197451723
FY17-18,0,"Paris, FR","Nice, FR",1,0.056074522
FY17-18,0,"Paris, FR","Ouagadougou, BF",2,0.837098322
FY17-18,0,"Paris, FR","Philadelphia, PENNSYLVANIA, US",2,1.223754891
FY17-18,0,"Paris, FR","Pittsburgh, PENNSYLVANIA, US",2,1.283265809
FY17-18,0,"Paris, FR","Raleigh/Durham, NORTH CAROLINA, US",2,1.330282722
FY17-18,0,"Paris, FR","Reykjavik, IS",4,0.725456001
FY17-18,0,"Paris, FR","Rome, IT",1,0.088990657
FY17-18,0,"Paris, FR","Seattle, WASHINGTON, US",1,0.823124764
FY17-18,0,"Paris, FR","Tokyo, JP",2,1.985889184
FY17-18,0,"Paris, FR","Toronto, CA",4,2.461976525
FY17-18,0,"Paris, FR","Vancouver, CA",1,0.810301969
FY17-18,0,"Paris, FR","Vienna, AT",1,0.083786525
FY17-18,0,"Paris, FR","Warsaw, PL",6,0.651817533
FY17-18,0,"Paris, FR","Washington, DISTRICT OF COLUMBIA, US",104,65.90916322
FY17-18,0,"Paris, FR","Zurich, CH",2,0.123685494
FY17-18,0,"Pensacola, FLORIDA, US","Atlanta, GEORGIA, US",3,0.170485411
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Amsterdam, NL",6,3.679155624
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Atlanta, GEORGIA, US",2,0.173297596
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Austin, TEXAS, US",1,0.186047719
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Baltimore, MARYLAND, US",42,0.789748596
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Bangor, MAINE, US",1,0.061538861
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Bermuda, BM",2,0.204262181
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Boston, MASSACHUSETTS, US",3,0.175499688
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Charlotte, NORTH CAROLINA, US",1,0.058286278
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Chicago, ILLINOIS, US",9,0.791548477
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Dallas, TEXAS, US",9,1.52337954
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Denver, COLORADO, US",1,0.202310631
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Fort Myers, FLORIDA, US",1,0.129452784
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Frankfurt, DE",1,0.648208696
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Greensboro/High Point, NORTH CAROLINA, US",1,0.047487705
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Hartford, CONNECTICUT, US",2,0.081481998
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Houston, TEXAS, US",8,1.378054154
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Ithaca, NEW YORK, US",14,0.558674007
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Jacksonville, FLORIDA, US",1,0.096666752
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","London, GB",6,3.490759183
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Los Angeles, CALIFORNIA, US",16,6.307499686
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Madrid, ES",10,6.0415089
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Manchester, GB",4,2.254181498
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Manchester, NEW HAMPSHIRE, US",4,0.241520999
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Montreal, CA",1,0.0512607
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","New Haven, CONNECTICUT, US",1,0.032592799
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","New York, NEW YORK, US",2,0.04638206
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Norfolk, VIRGINIA, US",3,0.132878335
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Paris, FR",2,1.223754891
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Phoenix, ARIZONA, US",3,0.809112423
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Pittsburgh, PENNSYLVANIA, US",7,0.390486806
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Providence, RHODE ISLAND, US",10,0.495159834
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Raleigh/Durham, NORTH CAROLINA, US",1,0.043844812
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Roanoke, VIRGINIA, US",1,0.040332023
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Rome, IT",1,0.717418907
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","San Diego, CALIFORNIA, US",1,0.389122492
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","San Francisco, CALIFORNIA, US",7,2.897622745
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","San Juan, PR",28,5.759412884
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Syracuse, NEW YORK, US",3,0.142906889
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Tampa, FLORIDA, US",2,0.239910485
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Toronto, CA",2,0.09029169
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","Washington, DISTRICT OF COLUMBIA, US",6,0.158576504
FY17-18,0,"Philadelphia, PENNSYLVANIA, US","West Palm Beach, FLORIDA, US",2,0.248237096
FY17-18,0,"Phnom Penh, KH","Hong Kong, HK",6,0.745491909
FY17-18,0,"Phnom Penh, KH","Seoul, KR",1,0.291041082
FY17-18,0,"Phnom Penh, KH","Tokyo, JP",8,3.656140352
FY17-18,0,"Phoenix, ARIZONA, US","Baltimore, MARYLAND, US",49,12.72462315
FY17-18,0,"Phoenix, ARIZONA, US","Burbank, CALIFORNIA, US",1,0.047878014
FY17-18,0,"Phoenix, ARIZONA, US","Charlotte, NORTH CAROLINA, US",3,0.691238833
FY17-18,0,"Phoenix, ARIZONA, US","Denver, COLORADO, US",1,0.078322187
FY17-18,0,"Phoenix, ARIZONA, US","El Paso, TEXAS, US",1,0.044885639
FY17-18,0,"Phoenix, ARIZONA, US","Fresno, CALIFORNIA, US",6,0.384845561
FY17-18,0,"Phoenix, ARIZONA, US","Grand Canyon, ARIZONA, US",5,0.124312279
FY17-18,0,"Phoenix, ARIZONA, US","Las Vegas, NEVADA, US",2,0.106553382
FY17-18,0,"Phoenix, ARIZONA, US","Los Angeles, CALIFORNIA, US",1,0.042153469
FY17-18,0,"Phoenix, ARIZONA, US","Medford, OREGON, US",8,0.889906572
FY17-18,0,"Phoenix, ARIZONA, US","Newark, NEW JERSEY, US",16,4.433920464
FY17-18,0,"Phoenix, ARIZONA, US","Oakland, CALIFORNIA, US",5,0.419583143
FY17-18,0,"Phoenix, ARIZONA, US","Palm Springs, CALIFORNIA, US",3,0.162963996
FY17-18,0,"Phoenix, ARIZONA, US","Philadelphia, PENNSYLVANIA, US",1,0.269704141
FY17-18,0,"Phoenix, ARIZONA, US","Pittsburgh, PENNSYLVANIA, US",1,0.235617076
FY17-18,0,"Phoenix, ARIZONA, US","Portland, OREGON, US",4,0.525617332
FY17-18,0,"Phoenix, ARIZONA, US","Sacramento, CALIFORNIA, US",1,0.084046732
FY17-18,0,"Phoenix, ARIZONA, US","San Diego, CALIFORNIA, US",2,0.0788426
FY17-18,0,"Phoenix, ARIZONA, US","San Francisco, CALIFORNIA, US",3,0.254091745
FY17-18,0,"Phoenix, ARIZONA, US","San Jose, CALIFORNIA, US",1,0.080794149
FY17-18,0,"Phoenix, ARIZONA, US","Santa Ana, CALIFORNIA, US",3,0.131534436
FY17-18,0,"Phoenix, ARIZONA, US","Santa Barbara, CALIFORNIA, US",1,0.059066898
FY17-18,0,"Phoenix, ARIZONA, US","Tampa, FLORIDA, US",1,0.232364494
FY17-18,0,"Phoenix, ARIZONA, US","Tucson, ARIZONA, US",1,0.022982102
FY17-18,0,"Phoenix, ARIZONA, US","Vancouver, CA",2,0.320314325
FY17-18,0,"Phoenix, ARIZONA, US","Washington, DISTRICT OF COLUMBIA, US",4,1.028336483
FY17-18,0,"Phoenix, ARIZONA, US","Yuma, ARIZONA, US",2,0.066439168
FY17-18,0,"Phuket, TH","Hong Kong, HK",1,0.185917616
FY17-18,0,"Phuket, TH","Moscow, RU",3,2.294293829
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Atlanta, GEORGIA, US",1,0.068564439
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Baltimore, MARYLAND, US",1,0.043874922
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Boston, MASSACHUSETTS, US",2,0.128802267
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Chicago, ILLINOIS, US",5,0.267362281
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Denver, COLORADO, US",1,0.16757305
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Detroit, MICHIGAN, US",9,0.377951114
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Minneapolis/St Paul, MINNESOTA, US",1,0.094324893
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","New York, NEW YORK, US",7,0.306133065
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Newark, NEW JERSEY, US",2,0.082745699
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Paris, FR",5,3.208164522
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Philadelphia, PENNSYLVANIA, US",5,0.278919147
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","San Francisco, CALIFORNIA, US",1,0.292862528
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Toronto, CA",6,0.278292362
FY17-18,0,"Pittsburgh, PENNSYLVANIA, US","Washington, DISTRICT OF COLUMBIA, US",9,0.351417232
FY17-18,0,"Pointe-a-Pitre, GP","Paris, FR",2,1.38091632
FY17-18,0,"Port Harcourt, NG","Frankfurt, DE",4,2.048359208
FY17-18,0,"Port au Prince, HT","Atlanta, GEORGIA, US",3,0.500767602
FY17-18,0,"Port au Prince, HT","Fort Lauderdale, FLORIDA, US",6,0.562826876
FY17-18,0,"Port au Prince, HT","Miami, FLORIDA, US",2,0.185787512
FY17-18,0,"Port au Prince, HT","New York, NEW YORK, US",5,0.993989212
FY17-18,0,"Port au Prince, HT","Pointe-a-Pitre, GP",2,0.189170198
FY17-18,0,"Port of Spain, TT","Georgetown, GY",2,0.090421794
FY17-18,0,"Port of Spain, TT","Miami, FLORIDA, US",3,0.634253588
FY17-18,0,"Port of Spain, TT","St Vincent, VC",1,0.036771363
FY17-18,0,"Portland, MAINE, US","Baltimore, MARYLAND, US",2,0.117353177
FY17-18,0,"Portland, MAINE, US","New York, NEW YORK, US",4,0.228149594
FY17-18,0,"Portland, MAINE, US","Philadelphia, PENNSYLVANIA, US",1,0.047357601
FY17-18,0,"Portland, MAINE, US","Washington, DISTRICT OF COLUMBIA, US",2,0.125159375
FY17-18,0,"Portland, OREGON, US","Anchorage, ALASKA, US",2,0.400718164
FY17-18,0,"Portland, OREGON, US","Atlanta, GEORGIA, US",11,3.105565771
FY17-18,0,"Portland, OREGON, US","Baltimore, MARYLAND, US",4,1.547941437
FY17-18,0,"Portland, OREGON, US","Charlotte, NORTH CAROLINA, US",1,0.296505421
FY17-18,0,"Portland, OREGON, US","Chicago, ILLINOIS, US",7,1.581015302
FY17-18,0,"Portland, OREGON, US","Dallas, TEXAS, US",1,0.21011683
FY17-18,0,"Portland, OREGON, US","Denver, COLORADO, US",6,0.772813602
FY17-18,0,"Portland, OREGON, US","Long Beach, CALIFORNIA, US",1,0.110197495
FY17-18,0,"Portland, OREGON, US","Minneapolis/St Paul, MINNESOTA, US",3,0.555410988
FY17-18,0,"Portland, OREGON, US","New York, NEW YORK, US",1,0.40276726
FY17-18,0,"Portland, OREGON, US","Newark, NEW JERSEY, US",4,1.597259877
FY17-18,0,"Portland, OREGON, US","Phoenix, ARIZONA, US",1,0.131404333
FY17-18,0,"Portland, OREGON, US","Salt Lake City, UTAH, US",4,0.327339903
FY17-18,0,"Portland, OREGON, US","San Francisco, CALIFORNIA, US",4,0.286747673
FY17-18,0,"Portland, OREGON, US","Seattle, WASHINGTON, US",14,0.377324329
FY17-18,0,"Portland, OREGON, US","Washington, DISTRICT OF COLUMBIA, US",2,0.767888111
FY17-18,0,"Porto Alegre, BR","Sao Paulo, BR",7,0.489969028
FY17-18,0,"Prague, CZ","Moscow, RU",2,0.270094451
FY17-18,0,"Prague, CZ","New York, NEW YORK, US",3,2.009233246
FY17-18,0,"Providence, RHODE ISLAND, US","Baltimore, MARYLAND, US",1,0.042543779
FY17-18,0,"Providence, RHODE ISLAND, US","Charlotte, NORTH CAROLINA, US",10,0.888605539
FY17-18,0,"Providence, RHODE ISLAND, US","Newark, NEW JERSEY, US",11,0.365415422
FY17-18,0,"Providence, RHODE ISLAND, US","Philadelphia, PENNSYLVANIA, US",6,0.2970959
FY17-18,0,"Providence, RHODE ISLAND, US","Washington, DISTRICT OF COLUMBIA, US",4,0.185267099
FY17-18,0,"Puerto Montt, CL","Santiago, CL",2,0.148317762
FY17-18,0,"Pune, IN","Hyderabad, IN",19,0.7687804
FY17-18,0,"Quebec, CA","Montreal, CA",25,0.75214152
FY17-18,0,"Quebec, CA","New York, NEW YORK, US",2,0.114751111
FY17-18,0,"Quito, EC","Atlanta, GEORGIA, US",2,0.778573773
FY17-18,0,"Quito, EC","Miami, FLORIDA, US",10,2.337956301
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Atlanta, GEORGIA, US",1,0.046186672
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Baltimore, MARYLAND, US",28,1.491747348
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Boston, MASSACHUSETTS, US",2,0.159246439
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Charlotte, NORTH CAROLINA, US",2,0.053903476
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Dallas, TEXAS, US",1,0.137909498
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Los Angeles, CALIFORNIA, US",2,0.581561751
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Nashville, TENNESSEE, US",1,0.057375555
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Newark, NEW JERSEY, US",1,0.054122973
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Philadelphia, PENNSYLVANIA, US",1,0.043844812
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Seattle, WASHINGTON, US",2,0.77298435
FY17-18,0,"Raleigh/Durham, NORTH CAROLINA, US","Washington, DISTRICT OF COLUMBIA, US",14,0.66397382
FY17-18,0,"Recife, BR","Fortaleza, BR",11,0.558143157
FY17-18,0,"Reno, NEVADA, US","Portland, OREGON, US",1,0.057895969
FY17-18,0,"Reno, NEVADA, US","Salt Lake City, UTAH, US",3,0.164320468
FY17-18,0,"Reykjavik, IS","Baltimore, MARYLAND, US",5,2.267826266
FY17-18,0,"Reykjavik, IS","London, GB",3,0.46954281
FY17-18,0,"Reykjavik, IS","Milan, IT",4,0.908641447
FY17-18,0,"Reykjavik, IS","Paris, FR",1,0.181364
FY17-18,0,"Reykjavik, IS","STOCKHOLM, SE",3,0.519892787
FY17-18,0,"Reykjavik, IS","Washington, DISTRICT OF COLUMBIA, US",5,2.29741733
FY17-18,0,"Richmond, VIRGINIA, US","Atlanta, GEORGIA, US",2,0.124899168
FY17-18,0,"Richmond, VIRGINIA, US","Chicago, ILLINOIS, US",2,0.166792431
FY17-18,0,"Richmond, VIRGINIA, US","Dallas, TEXAS, US",1,0.150399415
FY17-18,0,"Richmond, VIRGINIA, US","Philadelphia, PENNSYLVANIA, US",2,0.082735567
FY17-18,0,"Rio de Janeiro, BR","Lisbon, PT",2,1.577532501
FY17-18,0,"Rio de Janeiro, BR","Miami, FLORIDA, US",1,0.686841474
FY17-18,0,"Rio de Janeiro, BR","Porto Alegre, BR",2,0.181364
FY17-18,0,"Rio de Janeiro, BR","Sao Paulo, BR",16,0.698655901
FY17-18,0,"Riyadh, SA","Abu Dhabi, AE",7,0.45536155
FY17-18,0,"Riyadh, SA","Washington, DISTRICT OF COLUMBIA, US",1,1.108678531
FY17-18,0,"Roanoke, VIRGINIA, US","Charlotte, NORTH CAROLINA, US",1,0.032383871
FY17-18,0,"Roanoke, VIRGINIA, US","Chicago, ILLINOIS, US",1,0.068954749
FY17-18,0,"Rochester, MINNESOTA, US","Chicago, ILLINOIS, US",3,0.167978273
FY17-18,0,"Rochester, NEW YORK, US","Baltimore, MARYLAND, US",2,0.115746223
FY17-18,0,"Rochester, NEW YORK, US","Chicago, ILLINOIS, US",2,0.136868672
FY17-18,0,"Rochester, NEW YORK, US","Newark, NEW JERSEY, US",1,0.051396337
FY17-18,0,"Rome, IT","Addis Ababa, ET",1,0.458168308
FY17-18,0,"Rome, IT","Atlanta, GEORGIA, US",1,0.826741449
FY17-18,0,"Rome, IT","Bologna, IT",4,0.162128283
FY17-18,0,"Rome, IT","Charlotte, NORTH CAROLINA, US",1,0.789917014
FY17-18,0,"Rome, IT","New York, NEW YORK, US",14,9.827521144
FY17-18,0,"Rome, IT","Paris, FR",1,0.088990657
FY17-18,0,"Rome, IT","Seoul, KR",4,3.666661619
FY17-18,0,"Rome, IT","Verona, IT",14,0.751723664
FY17-18,0,"Rome, IT","Washington, DISTRICT OF COLUMBIA, US",2,1.478895621
FY17-18,0,"Rundu, NA","Windhoek, NA",15,0.710364018
FY17-18,0,"STOCKHOLM, SE","Amsterdam, NL",1,0.093153963
FY17-18,0,"STOCKHOLM, SE","London, GB",1,0.1182639
FY17-18,0,"STOCKHOLM, SE","Malaga, ES",4,0.97577475
FY17-18,0,"STOCKHOLM, SE","Oslo, NO",1,0.04993384
FY17-18,0,"STOCKHOLM, SE","Reykjavik, IS",3,0.519892787
FY17-18,0,"Sacramento, CALIFORNIA, US","Baltimore, MARYLAND, US",1,0.393067967
FY17-18,0,"Sacramento, CALIFORNIA, US","Charlotte, NORTH CAROLINA, US",1,0.291561495
FY17-18,0,"Sacramento, CALIFORNIA, US","Denver, COLORADO, US",1,0.118133796
FY17-18,0,"Sacramento, CALIFORNIA, US","Las Vegas, NEVADA, US",2,0.10330202
FY17-18,0,"Saginaw/Midland/Bay C., MICHIGAN, US","Detroit, MICHIGAN, US",1,0.020474964
FY17-18,0,"Salt Lake City, UTAH, US","Baltimore, MARYLAND, US",42,10.17459847
FY17-18,0,"Salt Lake City, UTAH, US","Boise, IDAHO, US",1,0.060589178
FY17-18,0,"Salt Lake City, UTAH, US","Calgary, CA",3,0.281023128
FY17-18,0,"Salt Lake City, UTAH, US","Chicago, ILLINOIS, US",2,0.32447763
FY17-18,0,"Salt Lake City, UTAH, US","Denver, COLORADO, US",1,0.050740287
FY17-18,0,"Salt Lake City, UTAH, US","Helena, MONTANA, US",2,0.104603053
FY17-18,0,"Salt Lake City, UTAH, US","Los Angeles, CALIFORNIA, US",4,0.307043788
FY17-18,0,"Salt Lake City, UTAH, US","Madison, WISCONSIN, US",2,0.304962135
FY17-18,0,"Salt Lake City, UTAH, US","New York, NEW YORK, US",1,0.258385154
FY17-18,0,"Salt Lake City, UTAH, US","Portland, OREGON, US",1,0.081834976
FY17-18,0,"Salt Lake City, UTAH, US","Reno, NEVADA, US",3,0.164320468
FY17-18,0,"Salt Lake City, UTAH, US","San Diego, CALIFORNIA, US",2,0.163149538
FY17-18,0,"Salt Lake City, UTAH, US","San Jose, CALIFORNIA, US",1,0.075980327
FY17-18,0,"Salt Lake City, UTAH, US","Washington, DISTRICT OF COLUMBIA, US",3,0.721292695
FY17-18,0,"San Antonio, TEXAS, US","Atlanta, GEORGIA, US",2,0.227160362
FY17-18,0,"San Antonio, TEXAS, US","Baltimore, MARYLAND, US",5,0.915276716
FY17-18,0,"San Antonio, TEXAS, US","Charlotte, NORTH CAROLINA, US",2,0.28466602
FY17-18,0,"San Antonio, TEXAS, US","Dallas, TEXAS, US",1,0.051814194
FY17-18,0,"San Antonio, TEXAS, US","Salt Lake City, UTAH, US",1,0.14155239
FY17-18,0,"San Antonio, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",1,0.177070591
FY17-18,0,"San Diego, CALIFORNIA, US","Atlanta, GEORGIA, US",6,1.474590802
FY17-18,0,"San Diego, CALIFORNIA, US","Baltimore, MARYLAND, US",14,4.17475469
FY17-18,0,"San Diego, CALIFORNIA, US","Charlotte, NORTH CAROLINA, US",6,1.619005465
FY17-18,0,"San Diego, CALIFORNIA, US","Dallas, TEXAS, US",1,0.152090758
FY17-18,0,"San Diego, CALIFORNIA, US","Denver, COLORADO, US",4,0.443392046
FY17-18,0,"San Diego, CALIFORNIA, US","Honolulu, HAWAII, US",1,0.429399218
FY17-18,0,"San Diego, CALIFORNIA, US","Kona, HAWAII, US",3,1.260086142
FY17-18,0,"San Diego, CALIFORNIA, US","Las Vegas, NEVADA, US",1,0.054112404
FY17-18,0,"San Diego, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",8,0.18218539
FY17-18,0,"San Diego, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",3,0.597564457
FY17-18,0,"San Diego, CALIFORNIA, US","New York, NEW YORK, US",2,0.803232993
FY17-18,0,"San Diego, CALIFORNIA, US","Newark, NEW JERSEY, US",4,1.592656822
FY17-18,0,"San Diego, CALIFORNIA, US","Oakland, CALIFORNIA, US",1,0.058026072
FY17-18,0,"San Diego, CALIFORNIA, US","Phoenix, ARIZONA, US",1,0.0394213
FY17-18,0,"San Diego, CALIFORNIA, US","Salt Lake City, UTAH, US",6,0.489448615
FY17-18,0,"San Diego, CALIFORNIA, US","San Francisco, CALIFORNIA, US",4,0.2326247
FY17-18,0,"San Diego, CALIFORNIA, US","Tampa, FLORIDA, US",1,0.271265381
FY17-18,0,"San Diego, CALIFORNIA, US","Vancouver, CA",6,0.920350744
FY17-18,0,"San Diego, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",3,0.878197275
FY17-18,0,"San Francisco, CALIFORNIA, US","Atlanta, GEORGIA, US",3,0.834092256
FY17-18,0,"San Francisco, CALIFORNIA, US","Baltimore, MARYLAND, US",113,45.58700683
FY17-18,0,"San Francisco, CALIFORNIA, US","Beijing, CN",2,1.941502588
FY17-18,0,"San Francisco, CALIFORNIA, US","Boston, MASSACHUSETTS, US",3,1.332091064
FY17-18,0,"San Francisco, CALIFORNIA, US","Charlotte, NORTH CAROLINA, US",2,0.59691394
FY17-18,0,"San Francisco, CALIFORNIA, US","Chicago, ILLINOIS, US",10,2.399104852
FY17-18,0,"San Francisco, CALIFORNIA, US","Dallas, TEXAS, US",2,0.380682256
FY17-18,0,"San Francisco, CALIFORNIA, US","Denver, COLORADO, US",15,1.885196817
FY17-18,0,"San Francisco, CALIFORNIA, US","Detroit, MICHIGAN, US",1,0.270094451
FY17-18,0,"San Francisco, CALIFORNIA, US","Dubai, AE",12,15.97720182
FY17-18,0,"San Francisco, CALIFORNIA, US","Frankfurt, DE",1,0.935570807
FY17-18,0,"San Francisco, CALIFORNIA, US","Hong Kong, HK",10,11.37776411
FY17-18,0,"San Francisco, CALIFORNIA, US","Honolulu, HAWAII, US",11,4.334597692
FY17-18,0,"San Francisco, CALIFORNIA, US","Houston, TEXAS, US",1,0.212718896
FY17-18,0,"San Francisco, CALIFORNIA, US","Istanbul, TR",2,2.201575162
FY17-18,0,"San Francisco, CALIFORNIA, US","Las Vegas, NEVADA, US",1,0.053862766
FY17-18,0,"San Francisco, CALIFORNIA, US","London, GB",2,1.761983466
FY17-18,0,"San Francisco, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",11,0.483724069
FY17-18,0,"San Francisco, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",6,1.238843623
FY17-18,0,"San Francisco, CALIFORNIA, US","Munich, DE",2,1.929994952
FY17-18,0,"San Francisco, CALIFORNIA, US","New York, NEW YORK, US",13,5.520212989
FY17-18,0,"San Francisco, CALIFORNIA, US","Newark, NEW JERSEY, US",16,6.738871642
FY17-18,0,"San Francisco, CALIFORNIA, US","Osaka, JP",3,2.666154866
FY17-18,0,"San Francisco, CALIFORNIA, US","Philadelphia, PENNSYLVANIA, US",4,1.655784426
FY17-18,0,"San Francisco, CALIFORNIA, US","Phoenix, ARIZONA, US",1,0.084697248
FY17-18,0,"San Francisco, CALIFORNIA, US","Portland, OREGON, US",2,0.143373837
FY17-18,0,"San Francisco, CALIFORNIA, US","Raleigh/Durham, NORTH CAROLINA, US",4,1.576217342
FY17-18,0,"San Francisco, CALIFORNIA, US","Salt Lake City, UTAH, US",2,0.155863753
FY17-18,0,"San Francisco, CALIFORNIA, US","San Diego, CALIFORNIA, US",3,0.174468525
FY17-18,0,"San Francisco, CALIFORNIA, US","Santa Barbara, CALIFORNIA, US",22,1.204262145
FY17-18,0,"San Francisco, CALIFORNIA, US","Seattle, WASHINGTON, US",4,0.353360563
