fiscalyear,school,from_full,to_full,total_trips,total_emissions
FY22-23,101.0,"Dubai, AE","Bangkok, TH",1,538.486746
FY22-23,101.0,"Dubai, AE","Washington, DISTRICT OF COLUMBIA, US",1,1247.15228623
FY22-23,101.0,"Dublin, IE","Washington, DISTRICT OF COLUMBIA, US",1,600.04830566
FY22-23,101.0,"Edinburgh, GB","Newark, NEW JERSEY, US",1,575.9897651
FY22-23,101.0,"Eugene, OREGON, US","Denver, COLORADO, US",1,193.67941615
FY22-23,101.0,"Eugene, OREGON, US","Salt Lake City, UTAH, US",2,240.29510644
FY22-23,101.0,"Eugene, OREGON, US","Seattle, WASHINGTON, US",1,56.01412469
FY22-23,101.0,"Fort Lauderdale, FLORIDA, US","Baltimore, MARYLAND, US",6,1083.66851574
FY22-23,101.0,"Fort Lauderdale, FLORIDA, US","Charlotte, NORTH CAROLINA, US",1,123.26826889
FY22-23,101.0,"Fort Lauderdale, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",6,1053.24153798
FY22-23,101.0,"Fort Myers, FLORIDA, US","Baltimore, MARYLAND, US",6,1076.64690546
FY22-23,101.0,"Frankfurt, DE","Bologna, IT",9,702.1610253000001
FY22-23,101.0,"Frankfurt, DE","New York, NEW YORK, US",1,679.83067177
FY22-23,101.0,"Frankfurt, DE","Washington, DISTRICT OF COLUMBIA, US",15,10791.8475492
FY22-23,101.0,"Fresno, CALIFORNIA, US","Denver, COLORADO, US",1,164.0326173
FY22-23,101.0,"Fresno, CALIFORNIA, US","Las Vegas, NEVADA, US",1,62.0242239
FY22-23,101.0,"Fresno, CALIFORNIA, US","San Diego, CALIFORNIA, US",1,61.04900026
FY22-23,101.0,"Guayaquil, EC","Fort Lauderdale, FLORIDA, US",6,2068.68068586
FY22-23,101.0,"Harrisburg, PENNSYLVANIA, US","Philadelphia, PENNSYLVANIA, US",1,19.95352939
FY22-23,101.0,"Hartford, CONNECTICUT, US","Baltimore, MARYLAND, US",2,135.5878383
FY22-23,101.0,"Hartford, CONNECTICUT, US","Charlotte, NORTH CAROLINA, US",1,125.41376091
FY22-23,101.0,"Hartford, CONNECTICUT, US","Orlando, FLORIDA, US",2,371.49217036
FY22-23,101.0,"Ho Chi Minh City, VN","Singapore, SG",1,132.24032643
FY22-23,101.0,"Hong Kong, HK","Doha, QA",1,690.97543688
FY22-23,101.0,"Hong Kong, HK","New York, NEW YORK, US",3,4273.75206852
FY22-23,101.0,"Hong Kong, HK","Seoul, KR",1,227.31782806
FY22-23,101.0,"Hong Kong, HK","Singapore, SG",1,281.62644534
FY22-23,101.0,"Hong Kong, HK","Taipei, TW",2,195.04472926
FY22-23,101.0,"Houston, TEXAS, US","Baltimore, MARYLAND, US",7,1528.60183057
FY22-23,101.0,"Houston, TEXAS, US","Boston, MASSACHUSETTS, US",1,281.98024741
FY22-23,101.0,"Houston, TEXAS, US","Charlotte, NORTH CAROLINA, US",1,177.49070362
FY22-23,101.0,"Houston, TEXAS, US","Chicago, ILLINOIS, US",2,360.83274912
FY22-23,101.0,"Houston, TEXAS, US","Nashville, TENNESSEE, US",1,127.94934239
FY22-23,101.0,"Houston, TEXAS, US","New York, NEW YORK, US",1,249.96116035
FY22-23,101.0,"Houston, TEXAS, US","Phoenix, ARIZONA, US",1,177.96243971
FY22-23,101.0,"Houston, TEXAS, US","Pittsburgh, PENNSYLVANIA, US",1,197.42155339
FY22-23,101.0,"Houston, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",4,846.64834638
FY22-23,101.0,"Huntsville, ALABAMA, US","Atlanta, GEORGIA, US",1,36.06059529
FY22-23,101.0,"Indianapolis, INDIANA, US","Baltimore, MARYLAND, US",10,1002.5299084
FY22-23,101.0,"Istanbul, TR","Tel Aviv-Yafo, IL",1,141.01733925
FY22-23,101.0,"Istanbul, TR","Washington, DISTRICT OF COLUMBIA, US",1,921.30058251
FY22-23,101.0,"Jackson, MISSISSIPPI, US","Atlanta, GEORGIA, US",1,66.12016322
FY22-23,101.0,"Jacksonville, FLORIDA, US","Baltimore, MARYLAND, US",2,258.62931098
FY22-23,101.0,"Johannesburg, ZA","London, GB",4,3987.34929528
FY22-23,101.0,"Kahului, HAWAII, US","Los Angeles, CALIFORNIA, US",1,438.7145631
FY22-23,101.0,"Kansas City, MISSOURI, US","Baltimore, MARYLAND, US",1,187.82807427
FY22-23,101.0,"Knoxville, TENNESSEE, US","Atlanta, GEORGIA, US",1,36.54140323
FY22-23,101.0,"Knoxville, TENNESSEE, US","Charlotte, NORTH CAROLINA, US",1,42.31109848
FY22-23,101.0,"Las Vegas, NEVADA, US","Baltimore, MARYLAND, US",13,4827.09850129
FY22-23,101.0,"Las Vegas, NEVADA, US","Fresno, CALIFORNIA, US",2,124.0484478
FY22-23,101.0,"Las Vegas, NEVADA, US","Reno, NEVADA, US",2,134.58086318
FY22-23,101.0,"Little Rock, ARKANSAS, US","Chicago, ILLINOIS, US",1,107.66469055
FY22-23,101.0,"London, GB","Baltimore, MARYLAND, US",20,12814.7108674
FY22-23,101.0,"London, GB","Bologna, IT",9,1269.15605325
FY22-23,101.0,"London, GB","Boston, MASSACHUSETTS, US",1,575.459062
FY22-23,101.0,"London, GB","Copenhagen, DK",2,236.78430132
FY22-23,101.0,"London, GB","Johannesburg, ZA",4,3987.34929528
FY22-23,101.0,"London, GB","Raleigh/Durham, NORTH CAROLINA, US",1,682.66108831
FY22-23,101.0,"London, GB","Washington, DISTRICT OF COLUMBIA, US",8,5185.32309416
FY22-23,101.0,"Long Beach, CALIFORNIA, US","Austin, TEXAS, US",2,432.3461259
FY22-23,101.0,"Long Beach, CALIFORNIA, US","Baltimore, MARYLAND, US",1,408.81828844
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","Baltimore, MARYLAND, US",7,2875.34939867
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","Chicago, ILLINOIS, US",2,615.26179454
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","Denver, COLORADO, US",1,167.73846716
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","New York, NEW YORK, US",1,436.41484966
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","San Diego, CALIFORNIA, US",1,26.20403258
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","Seattle, WASHINGTON, US",1,186.07267171
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","Sydney, AU",2,2649.62367988
FY22-23,101.0,"Los Angeles, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",7,2832.71624955
FY22-23,101.0,"Louisville, KENTUCKY, US","Baltimore, MARYLAND, US",3,288.47115456
FY22-23,101.0,"Madison, WISCONSIN, US","Charlotte, NORTH CAROLINA, US",2,275.79324716
FY22-23,101.0,"Madison, WISCONSIN, US","Chicago, ILLINOIS, US",4,103.85451444
FY22-23,101.0,"Madison, WISCONSIN, US","Detroit, MICHIGAN, US",2,149.05046054
FY22-23,101.0,"Madrid, ES","Milan, IT",2,285.54548362
FY22-23,101.0,"Manchester, NEW HAMPSHIRE, US","Baltimore, MARYLAND, US",9,660.0313638
FY22-23,101.0,"Miami, FLORIDA, US","Baltimore, MARYLAND, US",12,2216.4883032
FY22-23,101.0,"Miami, FLORIDA, US","Chicago, ILLINOIS, US",1,211.92743814
FY22-23,101.0,"Miami, FLORIDA, US","Guayaquil, EC",6,2048.51396802
FY22-23,101.0,"Miami, FLORIDA, US","New York, NEW YORK, US",2,388.47466958
FY22-23,101.0,"Miami, FLORIDA, US","San Juan, PR",1,184.68467898
FY22-23,101.0,"Miami, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",2,359.66248074
FY22-23,101.0,"Milan, IT","Frankfurt, DE",3,186.0726717
FY22-23,101.0,"Milwaukee, WISCONSIN, US","Baltimore, MARYLAND, US",6,747.80149194
FY22-23,101.0,"Milwaukee, WISCONSIN, US","Detroit, MICHIGAN, US",1,56.73533659
FY22-23,101.0,"Milwaukee, WISCONSIN, US","St Louis, MISSOURI, US",1,61.82917917
FY22-23,101.0,"Minneapolis/St Paul, MINNESOTA, US","Anchorage, ALASKA, US",2,887.68938614
FY22-23,101.0,"Minneapolis/St Paul, MINNESOTA, US","Baltimore, MARYLAND, US",2,363.95346478
FY22-23,101.0,"Minneapolis/St Paul, MINNESOTA, US","Phoenix, ARIZONA, US",1,225.19501566
FY22-23,101.0,"Minneapolis/St Paul, MINNESOTA, US","Portland, OREGON, US",1,251.37636861
FY22-23,101.0,"Minneapolis/St Paul, MINNESOTA, US","Seattle, WASHINGTON, US",2,492.84627936
FY22-23,101.0,"Munich, DE","Bologna, IT",11,698.1331248099999
FY22-23,101.0,"Munich, DE","Newark, NEW JERSEY, US",2,1428.29894454
FY22-23,101.0,"Munich, DE","Vienna, AT",1,52.88887309
FY22-23,101.0,"Munich, DE","Washington, DISTRICT OF COLUMBIA, US",3,2254.95747414
FY22-23,101.0,"Nantucket, MASSACHUSETTS, US","Boston, MASSACHUSETTS, US",1,21.63635718
FY22-23,101.0,"Nantucket, MASSACHUSETTS, US","New York, NEW YORK, US",2,96.64239538
FY22-23,101.0,"Nantucket, MASSACHUSETTS, US","Washington, DISTRICT OF COLUMBIA, US",2,157.59614124
FY22-23,101.0,"Nashville, TENNESSEE, US","Baltimore, MARYLAND, US",20,2282.0233322000004
FY22-23,101.0,"Nashville, TENNESSEE, US","Charlotte, NORTH CAROLINA, US",1,63.77962647
FY22-23,101.0,"Nashville, TENNESSEE, US","New Orleans, LOUISIANA, US",1,91.86606748
FY22-23,101.0,"Nashville, TENNESSEE, US","Phoenix, ARIZONA, US",2,510.89018478
FY22-23,101.0,"Nashville, TENNESSEE, US","Washington, DISTRICT OF COLUMBIA, US",1,105.3241538
FY22-23,101.0,"New Orleans, LOUISIANA, US","Atlanta, GEORGIA, US",1,82.6989652
FY22-23,101.0,"New Orleans, LOUISIANA, US","Baltimore, MARYLAND, US",14,2469.1846257400002
FY22-23,101.0,"New Orleans, LOUISIANA, US","Nashville, TENNESSEE, US",1,91.86606748
FY22-23,101.0,"New Orleans, LOUISIANA, US","Washington, DISTRICT OF COLUMBIA, US",4,752.28752074
FY22-23,101.0,"New York, NEW YORK, US","Baltimore, MARYLAND, US",2,87.98785252
FY22-23,101.0,"New York, NEW YORK, US","Bermuda, BM",1,148.42903896
FY22-23,101.0,"New York, NEW YORK, US","Boston, MASSACHUSETTS, US",1,44.23433022
FY22-23,101.0,"New York, NEW YORK, US","Chicago, ILLINOIS, US",7,996.6785664500001
FY22-23,101.0,"New York, NEW YORK, US","Hong Kong, HK",3,4273.75206852
FY22-23,101.0,"New York, NEW YORK, US","Houston, TEXAS, US",1,249.96116035
FY22-23,101.0,"New York, NEW YORK, US","London, GB",3,1825.08796269
FY22-23,101.0,"New York, NEW YORK, US","Los Angeles, CALIFORNIA, US",1,436.41484966
FY22-23,101.0,"New York, NEW YORK, US","Miami, FLORIDA, US",1,192.99902756
FY22-23,101.0,"New York, NEW YORK, US","San Francisco, CALIFORNIA, US",2,912.10172876
FY22-23,101.0,"New York, NEW YORK, US","Tel Aviv-Yafo, IL",1,1001.43675069
FY22-23,101.0,"New York, NEW YORK, US","Washington, DISTRICT OF COLUMBIA, US",1,51.44644928
FY22-23,101.0,"New York, NEW YORK, US","Zurich, CH",1,692.92134825
FY22-23,101.0,"Newark, NEW JERSEY, US","Athens, GR",4,3495.56442212
FY22-23,101.0,"Newark, NEW JERSEY, US","Edinburgh, GB",1,575.9897651
FY22-23,101.0,"Newark, NEW JERSEY, US","London, GB",1,610.8392687
FY22-23,101.0,"Newark, NEW JERSEY, US","Munich, DE",13,9283.94313951
FY22-23,101.0,"Newark, NEW JERSEY, US","New Orleans, LOUISIANA, US",1,206.08970404
FY22-23,101.0,"Newark, NEW JERSEY, US","Quebec, CA",3,259.21444518
FY22-23,101.0,"Newark, NEW JERSEY, US","San Francisco, CALIFORNIA, US",1,452.51284371
FY22-23,101.0,"Newark, NEW JERSEY, US","Tel Aviv-Yafo, IL",1,1003.91336516
FY22-23,101.0,"Newark, NEW JERSEY, US","Washington, DISTRICT OF COLUMBIA, US",2,95.19997158
FY22-23,101.0,"Nome, ALASKA, US","Anchorage, ALASKA, US",2,209.08794976
FY22-23,101.0,"Oakland, CALIFORNIA, US","Denver, COLORADO, US",2,372.14534342
FY22-23,101.0,"Oakland, CALIFORNIA, US","Las Vegas, NEVADA, US",1,79.18816008
FY22-23,101.0,"Oakland, CALIFORNIA, US","Long Beach, CALIFORNIA, US",2,137.3114894
FY22-23,101.0,"Omaha, NEBRASKA, US","Chicago, ILLINOIS, US",1,82.11383102
FY22-23,101.0,"Orlando, FLORIDA, US","Baltimore, MARYLAND, US",8,1228.00161536
FY22-23,101.0,"Orlando, FLORIDA, US","Hartford, CONNECTICUT, US",2,371.49217036
FY22-23,101.0,"Palm Springs, CALIFORNIA, US","Chicago, ILLINOIS, US",1,291.35600219
FY22-23,101.0,"Paris, FR","Washington, DISTRICT OF COLUMBIA, US",4,2722.86070776
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Austin, TEXAS, US",1,252.43777482
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Boston, MASSACHUSETTS, US",2,134.14541448
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Cleveland, OHIO, US",3,211.81857596999998
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Doha, QA",1,1199.21210615
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Fort Lauderdale, FLORIDA, US",1,193.67941615
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Houston, TEXAS, US",1,233.8631663
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Minneapolis/St Paul, MINNESOTA, US",2,381.11740096
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","Pittsburgh, PENNSYLVANIA, US",5,319.73727825000003
FY22-23,101.0,"Philadelphia, PENNSYLVANIA, US","San Francisco, CALIFORNIA, US",2,889.45839648
FY22-23,101.0,"Phoenix, ARIZONA, US","Baltimore, MARYLAND, US",2,705.12751956
FY22-23,101.0,"Phoenix, ARIZONA, US","Nashville, TENNESSEE, US",1,255.44509239
FY22-23,101.0,"Phoenix, ARIZONA, US","Portland, OREGON, US",1,178.49314281
FY22-23,101.0,"Pittsburgh, PENNSYLVANIA, US","Baltimore, MARYLAND, US",4,200.97771776
FY22-23,101.0,"Pittsburgh, PENNSYLVANIA, US","Chicago, ILLINOIS, US",2,158.18127542000002
FY22-23,101.0,"Portland, OREGON, US","Denver, COLORADO, US",2,385.408385
FY22-23,101.0,"Portland, OREGON, US","Seattle, WASHINGTON, US",1,31.01211195
FY22-23,101.0,"Portland, OREGON, US","Washington, DISTRICT OF COLUMBIA, US",1,414.30222048
FY22-23,101.0,"Providence, RHODE ISLAND, US","Baltimore, MARYLAND, US",4,254.33832696
FY22-23,101.0,"Quebec, CA","Newark, NEW JERSEY, US",1,86.40481506
FY22-23,101.0,"Quebec, CA","Philadelphia, PENNSYLVANIA, US",3,301.34410668
FY22-23,101.0,"Raleigh/Durham, NORTH CAROLINA, US","Baltimore, MARYLAND, US",24,1471.2722880000001
FY22-23,101.0,"Raleigh/Durham, NORTH CAROLINA, US","Boston, MASSACHUSETTS, US",2,238.34465914
FY22-23,101.0,"Raleigh/Durham, NORTH CAROLINA, US","Chicago, ILLINOIS, US",5,626.09358091
FY22-23,101.0,"Raleigh/Durham, NORTH CAROLINA, US","London, GB",1,682.66108831
FY22-23,101.0,"Raleigh/Durham, NORTH CAROLINA, US","Tampa, FLORIDA, US",1,114.49125607
FY22-23,101.0,"Reno, NEVADA, US","Denver, COLORADO, US",3,468.69248439
FY22-23,101.0,"Rome, IT","Tel Aviv-Yafo, IL",1,250.31496241
FY22-23,101.0,"Salt Lake City, UTAH, US","Baltimore, MARYLAND, US",5,1643.4106012999998
FY22-23,101.0,"Salt Lake City, UTAH, US","Eugene, OREGON, US",2,240.29510644
FY22-23,101.0,"Salt Lake City, UTAH, US","Washington, DISTRICT OF COLUMBIA, US",2,652.76481364
FY22-23,101.0,"San Diego, CALIFORNIA, US","Baltimore, MARYLAND, US",13,5261.74434071
FY22-23,101.0,"San Diego, CALIFORNIA, US","Dallas, TEXAS, US",1,206.4435061
FY22-23,101.0,"San Diego, CALIFORNIA, US","Denver, COLORADO, US",1,165.98306459
FY22-23,101.0,"San Diego, CALIFORNIA, US","Las Vegas, NEVADA, US",1,62.0242239
FY22-23,101.0,"San Diego, CALIFORNIA, US","Seattle, WASHINGTON, US",1,185.74608518
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Atlanta, GEORGIA, US",1,377.32990447
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Baltimore, MARYLAND, US",5,2167.03766045
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Bozeman, MONTANA, US",1,157.20605178
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Brisbane, AU",1,1249.6289007
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Chicago, ILLINOIS, US",2,651.34960538
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Dallas, TEXAS, US",3,777.3031412400001
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Denver, COLORADO, US",2,376.43632746
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Kahului, HAWAII, US",1,412.88701221
FY22-23,101.0,"San Francisco, CALIFORNIA, US","New York, NEW YORK, US",2,912.10172876
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Newark, NEW JERSEY, US",1,452.51284371
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Osaka, JP",1,954.55797681
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Philadelphia, PENNSYLVANIA, US",2,889.45839648
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Seattle, WASHINGTON, US",1,132.24032643
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Seoul, KR",1,997.72182898
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Singapore, SG",1,1491.62951454
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Toronto, CA",5,1992.79014245
FY22-23,101.0,"San Francisco, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",10,4270.921651969999
FY22-23,101.0,"San Juan, PR","Baltimore, MARYLAND, US",4,1108.81567804
FY22-23,101.0,"Santa Ana, CALIFORNIA, US","Chicago, ILLINOIS, US",2,608.89335734
FY22-23,101.0,"Santa Ana, CALIFORNIA, US","Houston, TEXAS, US",2,474.80237394
FY22-23,101.0,"Savannah, GEORGIA, US","Atlanta, GEORGIA, US",1,51.44644928
FY22-23,101.0,"Seattle, WASHINGTON, US","Baltimore, MARYLAND, US",4,1646.59481988
FY22-23,101.0,"Seattle, WASHINGTON, US","Chicago, ILLINOIS, US",4,1217.4329126
FY22-23,101.0,"Seattle, WASHINGTON, US","Dallas, TEXAS, US",1,292.94811149
FY22-23,101.0,"Seattle, WASHINGTON, US","Denver, COLORADO, US",1,180.61595521
FY22-23,101.0,"Seattle, WASHINGTON, US","Detroit, MICHIGAN, US",1,339.64998434
FY22-23,101.0,"Seattle, WASHINGTON, US","Eugene, OREGON, US",1,56.01412469
FY22-23,101.0,"Seattle, WASHINGTON, US","Los Angeles, CALIFORNIA, US",2,372.14534342
FY22-23,101.0,"Seattle, WASHINGTON, US","New York, NEW YORK, US",1,426.86219385
FY22-23,101.0,"Seattle, WASHINGTON, US","Newark, NEW JERSEY, US",1,423.32417318
FY22-23,101.0,"Seattle, WASHINGTON, US","Philadelphia, PENNSYLVANIA, US",2,838.51089882
FY22-23,101.0,"Seattle, WASHINGTON, US","Salt Lake City, UTAH, US",2,267.991458
FY22-23,101.0,"Seattle, WASHINGTON, US","San Jose, CALIFORNIA, US",1,135.75113156
FY22-23,101.0,"Seattle, WASHINGTON, US","Tucson, ARIZONA, US",1,214.93475571
FY22-23,101.0,"Seoul, KR","Hong Kong, HK",2,454.63565612
FY22-23,101.0,"Seoul, KR","San Francisco, CALIFORNIA, US",1,997.72182898
FY22-23,101.0,"Seoul, KR","Taipei, TW",1,177.10061416
FY22-23,101.0,"Seoul, KR","Washington, DISTRICT OF COLUMBIA, US",1,1227.16246944
FY22-23,101.0,"Singapore, SG","Doha, QA",1,681.59968211
FY22-23,101.0,"Singapore, SG","Ho Chi Minh City, VN",1,132.24032643
FY22-23,101.0,"Singapore, SG","Hong Kong, HK",1,281.62644534
FY22-23,101.0,"Singapore, SG","Newark, NEW JERSEY, US",1,1684.45164106
FY22-23,101.0,"St Louis, MISSOURI, US","Baltimore, MARYLAND, US",2,286.715752
FY22-23,101.0,"St Maarten, SX","Atlanta, GEORGIA, US",6,1804.39054176
FY22-23,101.0,"Sydney, AU","Auckland, NZ",4,948.1895396
FY22-23,101.0,"Sydney, AU","San Francisco, CALIFORNIA, US",1,1312.4287676
FY22-23,101.0,"Syracuse, NEW YORK, US","Baltimore, MARYLAND, US",2,131.26056686
FY22-23,101.0,"Taipei, TW","Hong Kong, HK",1,97.52236463
FY22-23,101.0,"Taipei, TW","Seoul, KR",2,354.20122832
FY22-23,101.0,"Tampa, FLORIDA, US","Baltimore, MARYLAND, US",17,2795.18601492
FY22-23,101.0,"Tampa, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",1,158.76640961
FY22-23,101.0,"Tel Aviv-Yafo, IL","Istanbul, TR",1,141.01733925
FY22-23,101.0,"Tel Aviv-Yafo, IL","New York, NEW YORK, US",1,1001.43675069
FY22-23,101.0,"Tel Aviv-Yafo, IL","Washington, DISTRICT OF COLUMBIA, US",1,1041.41638426
FY22-23,101.0,"Toronto, CA","Baltimore, MARYLAND, US",3,202.45642896
FY22-23,101.0,"Toronto, CA","Detroit, MICHIGAN, US",2,102.41209062
FY22-23,101.0,"Toronto, CA","London, GB",1,626.76036172
FY22-23,101.0,"Toronto, CA","Quebec, CA",1,88.55030708
FY22-23,101.0,"Tucson, ARIZONA, US","Las Vegas, NEVADA, US",1,70.99628145
FY22-23,101.0,"Vancouver, CA","Dallas, TEXAS, US",1,309.57680864
FY22-23,101.0,"Vancouver, CA","Denver, COLORADO, US",1,196.53704823
FY22-23,101.0,"Vienna, AT","Bologna, IT",1,68.6557447
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Amsterdam, NL",2,1363.55316628
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Athens, GR",2,1822.78824926
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Atlanta, GEORGIA, US",1,106.49442217
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Boston, MASSACHUSETTS, US",3,232.88340671999998
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Brussels, BE",1,686.19910898
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Chicago, ILLINOIS, US",8,944.9917131999999
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Dallas, TEXAS, US",3,629.41387722
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Doha, QA",1,1222.20924051
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Dubai, AE",1,1247.15228623
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Dublin, IE",1,600.04830566
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Frankfurt, DE",9,6475.10852952
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Hartford, CONNECTICUT, US",1,60.85395553
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Houston, TEXAS, US",1,213.16574538
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Istanbul, TR",1,921.30058251
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","London, GB",10,6481.653867700001
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Los Angeles, CALIFORNIA, US",6,2429.20499212
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Madrid, ES",2,1345.50926086
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Miami, FLORIDA, US",6,1077.8171738400001
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Munich, DE",2,1503.30498276
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Nantucket, MASSACHUSETTS, US",2,157.59614124
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Nashville, TENNESSEE, US",2,214.54920218
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","New Orleans, LOUISIANA, US",4,752.28752074
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Paris, FR",2,1361.43035388
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Salt Lake City, UTAH, US",2,652.76481364
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","San Francisco, CALIFORNIA, US",9,3844.2363591499998
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Seoul, KR",1,1227.16246944
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Tampa, FLORIDA, US",1,158.76640961
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Tokyo, JP",1,1196.20478858
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","Toronto, CA",1,70.0210578
FY22-23,101.0,"Washington, DISTRICT OF COLUMBIA, US","West Palm Beach, FLORIDA, US",2,334.6967554
FY22-23,101.0,"West Palm Beach, FLORIDA, US","Baltimore, MARYLAND, US",1,172.41954066
FY22-23,101.0,"Wilmington, NORTH CAROLINA, US","Baltimore, MARYLAND, US",1,67.29043159
FY22-23,101.0,"Zurich, CH","Bologna, IT",1,57.93735644
FY22-23,110.0,"Accra, GH","New York, NEW YORK, US",1,903.07977606
FY22-23,110.0,"Addis Ababa, ET","Frankfurt, DE",1,587.48833228
FY22-23,110.0,"Albany, NEW YORK, US","Baltimore, MARYLAND, US",4,276.94537184
FY22-23,110.0,"Albany, NEW YORK, US","Chicago, ILLINOIS, US",1,139.45698142
FY22-23,110.0,"Albuquerque, NEW MEXICO, US","Dallas, TEXAS, US",1,112.73585351
FY22-23,110.0,"Albuquerque, NEW MEXICO, US","Denver, COLORADO, US",1,68.07061051
FY22-23,110.0,"Albuquerque, NEW MEXICO, US","Phoenix, ARIZONA, US",1,63.77962647
FY22-23,110.0,"Allentown/Bethlehem/Easton, PENNSYLVANIA, US","Charlotte, NORTH CAROLINA, US",1,93.62147004
FY22-23,110.0,"Amsterdam, NL","Copenhagen, DK",1,76.6525786
FY22-23,110.0,"Amsterdam, NL","New York, NEW YORK, US",1,642.15075163
FY22-23,110.0,"Asheville/Hendersonville, NORTH CAROLINA, US","Charlotte, NORTH CAROLINA, US",1,21.87676114
FY22-23,110.0,"Atlanta, GEORGIA, US","Baltimore, MARYLAND, US",65,7289.796755799999
FY22-23,110.0,"Atlanta, GEORGIA, US","Baton Rouge, LOUISIANA, US",1,87.18499398
FY22-23,110.0,"Atlanta, GEORGIA, US","Birmingham, ALABAMA, US",1,31.97372783
FY22-23,110.0,"Atlanta, GEORGIA, US","Destin/Ft Walton Beach, FLORIDA, US",1,59.86058818
FY22-23,110.0,"Atlanta, GEORGIA, US","Fort Lauderdale, FLORIDA, US",3,339.9629631
FY22-23,110.0,"Atlanta, GEORGIA, US","Jacksonville, FLORIDA, US",1,64.66866756
FY22-23,110.0,"Atlanta, GEORGIA, US","Knoxville, TENNESSEE, US",1,36.54140323
FY22-23,110.0,"Atlanta, GEORGIA, US","Louisville, KENTUCKY, US",4,250.43743236
FY22-23,110.0,"Atlanta, GEORGIA, US","Nashville, TENNESSEE, US",2,102.41209062
FY22-23,110.0,"Atlanta, GEORGIA, US","New Orleans, LOUISIANA, US",1,82.6989652
